Table of contents for Lexis Coding Project creatd 2013-12-14
id 	 file_name 	 aticle_Title 	 article_Date 	 Classified_as 	 classProbability 	 date_Classified
36 	files/2008/newsWireClassification/notRelevent/article36	O PINION	2008-09-28	0	0.0	2013-12-14
37 	files/2008/newsWireClassification/notRelevent/article37	Thinking about McCain	2008-09-28	0	0.0	2013-12-14
38 	files/2008/newsWireClassification/notRelevent/article38	Letters To The Editor	2008-09-26	0	0.0	2013-12-14
39 	files/2008/newsWireClassification/notRelevent/article39	Colorado leaders, businesses demand immigration reform	2008-09-26	0	0.0	2013-12-14
40 	files/2008/newsWireClassification/notRelevent/article40	Letters To The Editor	2008-09-25	0	0.0	2013-12-14
41 	files/2008/newsWireClassification/notRelevent/article41	Anti-Obama shirt riles school A dad threatens to sue after an Aurora student is suspended over his ``terrorist'' T-shirt.	2008-09-24	0	0.0	2013-12-14
42 	files/2008/newsWireClassification/notRelevent/article42	Above McCain's pay grade	2008-09-23	0	0.0	2013-12-14
43 	files/2008/newsWireClassification/notRelevent/article43	The problem with our guts; Voters have a serious responsibility	2008-09-21	0	0.0	2013-12-14
44 	files/2008/newsWireClassification/notRelevent/article44	Wall Street; socialists	2008-09-21	0	0.0	2013-12-14
45 	files/2008/newsWireClassification/notRelevent/article45	From the editorial; advisory board	2008-09-20	0	0.0	2013-12-14
46 	files/2008/newsWireClassification/notRelevent/article46	No title found	2008-09-19	0	0.0	2013-12-14
47 	files/2008/newsWireClassification/notRelevent/article47	The "lying" game	2008-09-16	0	0.0	2013-12-14
48 	files/2008/newsWireClassification/notRelevent/article48	Palin a cynical choice; Palin pick is an ill-timed distraction	2008-09-15	0	0.0	2013-12-14
49 	files/2008/newsWireClassification/notRelevent/article49	Truth becomes casualty in wake of rhetoric	2008-09-15	0	0.0	2013-12-14
50 	files/2008/newsWireClassification/notRelevent/article50	No title found	2008-09-11	0	0.0	2013-12-14
51 	files/2008/newsWireClassification/notRelevent/article51	Surprise me most	2008-09-11	0	0.0	2013-12-14
52 	files/2008/newsWireClassification/notRelevent/article52	Election 2008 Ad blows smoke a variety of ways	2008-09-11	0	0.0	2013-12-14
53 	files/2008/newsWireClassification/notRelevent/article53	Polls: McCain ahead after RNC	2008-09-09	0	0.0	2013-12-14
54 	files/2008/newsWireClassification/notRelevent/article54	EDITORIAL You fooled us once, BLM ... After the Roan Plateau debacle, why should Westerners be open to recklessly leasing millions of acres for oil shale development?	2008-09-08	0	0.0	2013-12-14
55 	files/2008/newsWireClassification/notRelevent/article55	My old boss; ,; Lieberman; the Democr; at	2008-09-07	0	0.0	2013-12-14
56 	files/2008/newsWireClassification/notRelevent/article56	The resentment; strategy	2008-09-07	0	0.0	2013-12-14
57 	files/2008/newsWireClassification/notRelevent/article57	Television»Analysis Analysts, pundits, et al. see speech in the positive	2008-09-05	0	0.0	2013-12-14
58 	files/2008/newsWireClassification/notRelevent/article58	Television»Analysis Analysts, pundits, et al. see speech in the positive	2008-09-05	0	0.0	2013-12-14
59 	files/2008/newsWireClassification/notRelevent/article59	No title found	2008-09-04	0	0.0	2013-12-14
60 	files/2008/newsWireClassification/notRelevent/article60	PALIN'S PALETTE Vice presidential pick paints portrait of GOP ticket as reformers and Obama as liberal	2008-09-04	0	0.0	2013-12-14
61 	files/2008/newsWireClassification/notRelevent/article61	"PIT BULL" PALIN Vice presidential pick pounces on Obama over experience, national security, offshore drilling	2008-09-04	0	0.0	2013-12-14
62 	files/2008/newsWireClassification/notRelevent/article62	Vice in go-go boots	2008-09-03	0	0.0	2013-12-14
63 	files/2008/newsWireClassification/notRelevent/article63	No title found	2008-09-01	0	0.0	2013-12-14
64 	files/2008/newsWireClassification/notRelevent/article64	Television by Joanne Ostrow TV coverage struggled to capture the fervor	2008-08-29	0	0.0	2013-12-14
65 	files/2008/newsWireClassification/notRelevent/article65	Giuliani: Obama can't lead	2008-08-28	0	0.0	2013-12-14
66 	files/2008/newsWireClassification/notRelevent/article66	Letters To The Editor	2008-08-27	0	0.0	2013-12-14
67 	files/2008/newsWireClassification/notRelevent/article67	Television by Joanne Ostrow All yawns until Sen. Kennedy jump-starts party	2008-08-26	0	0.0	2013-12-14
68 	files/2008/newsWireClassification/notRelevent/article68	Oh, if only she had been the one	2008-08-26	0	0.0	2013-12-14
69 	files/2008/newsWireClassification/notRelevent/article69	Clarity is good,; wisdom is better	2008-08-25	0	0.0	2013-12-14
70 	files/2008/newsWireClassification/notRelevent/article70	CELEBRITY FEED	2008-08-25	0	0.0	2013-12-14
71 	files/2008/newsWireClassification/notRelevent/article71	A new Democratic revolution Changing demographics transform a party and place it on the edge of opportunity	2008-08-24	0	0.0	2013-12-14
72 	files/2008/newsWireClassification/notRelevent/article72	Biden adds experience, but duo may clash	2008-08-24	0	0.0	2013-12-14
73 	files/2008/newsWireClassification/notRelevent/article73	McCain ad bemoans Clinton-less ticket	2008-08-24	0	0.0	2013-12-14
74 	files/2008/newsWireClassification/notRelevent/article74	GOP cuts funding for races Campaigns like Schaffer's will get less support because of fundraising woes.	2008-08-24	0	0.0	2013-12-14
75 	files/2008/newsWireClassification/notRelevent/article75	GOP slashes funding for Senate races As fundraising efforts lag, national party leaders plan to cut spending on individual campaigns, like Schaffer's.	2008-08-24	0	0.0	2013-12-14
76 	files/2008/newsWireClassification/notRelevent/article76	No title found	2008-08-22	0	0.0	2013-12-14
77 	files/2008/newsWireClassification/notRelevent/article77	Letters To The Editor	2008-08-22	0	0.0	2013-12-14
78 	files/2008/newsWireClassification/notRelevent/article78	Obama staying the course Despite polls that show him slipping, he's not changing his strategy	2008-08-21	0	0.0	2013-12-14
79 	files/2008/newsWireClassification/notRelevent/article79	An election just like any other	2008-08-19	0	0.0	2013-12-14
80 	files/2008/newsWireClassification/notRelevent/article80	What's so funny about political humor? Sifting out the propaganda, comedians are shaping the dialogue in this election	2008-08-17	0	0.0	2013-12-14
81 	files/2008/newsWireClassification/notRelevent/article81	Flip-flop or reason?	2008-08-17	0	0.0	2013-12-14
82 	files/2008/newsWireClassification/notRelevent/article82	No title found	2008-08-15	0	0.0	2013-12-14
83 	files/2008/newsWireClassification/notRelevent/article83	No title found	2008-08-11	0	0.0	2013-12-14
84 	files/2008/newsWireClassification/notRelevent/article84	Don't tick off the blonde	2008-08-10	0	0.0	2013-12-14
85 	files/2008/newsWireClassification/notRelevent/article85	Television by Joanne Ostrow Get your ringside seats ready for Games' high-definition spectacle	2008-08-08	0	0.0	2013-12-14
86 	files/2008/newsWireClassification/notRelevent/article86	McCain vs. Obama; ad wars heat up	2008-08-06	0	0.0	2013-12-14
87 	files/2008/newsWireClassification/notRelevent/article87	Letters To The Editor	2008-08-06	0	0.0	2013-12-14
88 	files/2008/newsWireClassification/notRelevent/article88	Obama, you're; not; the president yet	2008-08-05	0	0.0	2013-12-14
89 	files/2008/newsWireClassification/notRelevent/article89	Editorials from around the country	2008-08-04	0	0.0	2013-12-14
90 	files/2008/newsWireClassification/notRelevent/article90	It's the $4 gas, stupid	2008-08-03	0	0.0	2013-12-14
91 	files/2008/newsWireClassification/notRelevent/article91	A reverse Willie Horton	2008-08-01	0	0.0	2013-12-14
92 	files/2008/newsWireClassification/notRelevent/article92	'Ich bin ein ...'; big winner	2008-07-29	0	0.0	2013-12-14
93 	files/2008/newsWireClassification/notRelevent/article93	The American way	2008-07-27	0	0.0	2013-12-14
94 	files/2008/newsWireClassification/notRelevent/article94	Udall, Schaffer draw battle lines in first debate The U.S. Senate candidates show clear differences on several issues, including the Iraq war and energy policy.	2008-07-15	0	0.0	2013-12-14
95 	files/2008/newsWireClassification/notRelevent/article95	PICKENS' PROPOSAL Oil tycoon's energy plan taps wellspring of wind	2008-07-11	0	0.0	2013-12-14
96 	files/2008/newsWireClassification/notRelevent/article96	Union group steering veterans' votes to Obama	2008-07-11	0	0.0	2013-12-14
97 	files/2008/newsWireClassification/notRelevent/article97	I'm linked, faced and spaced	2008-06-22	0	0.0	2013-12-14
98 	files/2008/newsWireClassification/notRelevent/article98	Letters to the editor	2008-06-20	0	0.0	2013-12-14
99 	files/2008/newsWireClassification/notRelevent/article1	THE BUZZ: FLORIDA POLITICS	2008-11-04	0	0.0	2013-12-14
100 	files/2008/newsWireClassification/notRelevent/article2	LETTERS	2008-11-04	0	0.0	2013-12-14
101 	files/2008/newsWireClassification/notRelevent/article3	KIDS GET CIVICS ITCH	2008-11-03	0	0.0	2013-12-14
102 	files/2008/newsWireClassification/notRelevent/article4	CHOOSING; UP SIDES	2008-11-03	0	0.0	2013-12-14
103 	files/2008/newsWireClassification/notRelevent/article5	AIDING CITIZENS IS NORMAL AMONG NATIONS	2008-11-03	0	0.0	2013-12-14
104 	files/2008/newsWireClassification/notRelevent/article6	MONEY PLANS	2008-11-03	0	0.0	2013-12-14
105 	files/2008/newsWireClassification/notRelevent/article7	A LAST, URGENT DASH IN FLA.	2008-11-03	0	0.0	2013-12-14
106 	files/2008/newsWireClassification/notRelevent/article8	REGION	2008-11-03	0	0.0	2013-12-14
107 	files/2008/newsWireClassification/notRelevent/article9	PLAYING POLITICS; Run for office after football? Pashos sounds like a candidate	2008-11-02	0	0.0	2013-12-14
108 	files/2008/newsWireClassification/notRelevent/article10	RIDDLES ABOUND IN STATE	2008-11-02	0	0.0	2013-12-14
109 	files/2008/newsWireClassification/notRelevent/article11	PALIN PAINTS OBAMA AS WEAK ON SECURITY IN FLA. RALLIES	2008-11-02	0	0.0	2013-12-14
110 	files/2008/newsWireClassification/notRelevent/article12	GOP TARGETS WOMEN VOTERS, LINKS MCCAIN TO CLINTON	2008-11-02	0	0.0	2013-12-14
111 	files/2008/newsWireClassification/notRelevent/article13	THE BUZZ: ON FLORIDA POLITICS	2008-11-02	0	0.0	2013-12-14
112 	files/2008/newsWireClassification/notRelevent/article14	THE SUNSHINE STATUS	2008-11-02	0	0.0	2013-12-14
113 	files/2008/newsWireClassification/notRelevent/article15	TIGHT RACE SURGES TO THE FINISH LINE	2008-11-02	0	0.0	2013-12-14
114 	files/2008/newsWireClassification/notRelevent/article16	ELECT TO TAKE NOTE	2008-11-02	0	0.0	2013-12-14
115 	files/2008/newsWireClassification/notRelevent/article17	T-YOU; RANTS & RAVES; For viewers' ears, please turn down the volume	2008-11-01	0	0.0	2013-12-14
116 	files/2008/newsWireClassification/notRelevent/article18	A day too beautiful not to go shopping	2008-11-01	0	0.0	2013-12-14
117 	files/2008/newsWireClassification/notRelevent/article19	TAKE IT OUTSIDE	2008-11-01	0	0.0	2013-12-14
118 	files/2008/newsWireClassification/notRelevent/article20	SEN. BARACK OBAMA	2008-11-01	0	0.0	2013-12-14
119 	files/2008/newsWireClassification/notRelevent/article21	THE BUZZ: ON FLORIDA POLITICS	2008-11-01	0	0.0	2013-12-14
120 	files/2008/newsWireClassification/notRelevent/article22	SEN. JOHN MCCAIN	2008-11-01	0	0.0	2013-12-14
121 	files/2008/newsWireClassification/notRelevent/article23	POLITICAL AD UPSETS RESIDENTS	2008-11-01	0	0.0	2013-12-14
122 	files/2008/newsWireClassification/notRelevent/article24	OBAMA VISITS GOP COUNTRY IN FLA.	2008-10-31	0	0.0	2013-12-14
123 	files/2008/newsWireClassification/notRelevent/article25	THE BUZZ: ON FLORIDA POLITICS	2008-10-31	0	0.0	2013-12-14
124 	files/2008/newsWireClassification/notRelevent/article26	DEMOCRATS MUSCLE INTO GOP TURF	2008-10-31	0	0.0	2013-12-14
125 	files/2008/newsWireClassification/notRelevent/article27	IS OBAMA'S SPANISH AD AN EFFORT TO DECEIVE?	2008-10-31	0	0.0	2013-12-14
126 	files/2008/newsWireClassification/notRelevent/article28	More Early Voting Draws Boos	2008-10-31	0	0.0	2013-12-14
127 	files/2008/newsWireClassification/notRelevent/article29	Obama Tells Sarasota Backers To Stand Firm	2008-10-31	0	0.0	2013-12-14
128 	files/2008/newsWireClassification/notRelevent/article30	VOTER'S GUIDE	2008-10-30	0	0.0	2013-12-14
129 	files/2008/newsWireClassification/notRelevent/article31	CANDIDATES MAKE LATE PUSH IN FLORIDA	2008-10-30	0	0.0	2013-12-14
130 	files/2008/newsWireClassification/notRelevent/article32	LET VOTERS MAKE UP THEIR OWN MINDS	2008-10-30	0	0.0	2013-12-14
131 	files/2008/newsWireClassification/notRelevent/article33	CUBAN CLOUT WEAKENING IN S. FLORIDA	2008-10-30	0	0.0	2013-12-14
132 	files/2008/newsWireClassification/notRelevent/article34	OBAMA REACHES OUT TO UNDECIDEDS	2008-10-30	0	0.0	2013-12-14
133 	files/2008/newsWireClassification/notRelevent/article35	THE BUZZ: FLORIDA POLITICS	2008-10-30	0	0.0	2013-12-14
134 	files/2008/newsWireClassification/notRelevent/article36	MORE TIME TO CAST YOUR VOTE; FOR EAGER VOTERSGOVERNOR'S ORDER: Citing historic early-voting levels and wait times, Crist expands poll hours	2008-10-29	0	0.0	2013-12-14
135 	files/2008/newsWireClassification/notRelevent/article37	FLORIDA AT CENTER OF TUG-OF-WAR	2008-10-29	0	0.0	2013-12-14
136 	files/2008/newsWireClassification/notRelevent/article38	THE BUZZ: ON FLORIDA POLITICS	2008-10-29	0	0.0	2013-12-14
137 	files/2008/newsWireClassification/notRelevent/article39	THE BUZZ: FLORIDA POLITICS	2008-10-28	0	0.0	2013-12-14
138 	files/2008/newsWireClassification/notRelevent/article40	MCCAIN ECHOES CRIST IN POPULIST MESSAGE TO FLORIDIANS	2008-10-27	0	0.0	2013-12-14
139 	files/2008/newsWireClassification/notRelevent/article41	ROADSIDE RIVALRY REVS UP	2008-10-27	0	0.0	2013-12-14
140 	files/2008/newsWireClassification/notRelevent/article42	THE BUZZ: ON FLORIDA POLITICS	2008-10-27	0	0.0	2013-12-14
141 	files/2008/newsWireClassification/notRelevent/article43	LETTERS	2008-10-27	0	0.0	2013-12-14
142 	files/2008/newsWireClassification/notRelevent/article44	OBAMA WALKING BETWEEN WORLDS ON WINDING PATH TO HISTORIC GOAL	2008-10-26	0	0.0	2013-12-14
143 	files/2008/newsWireClassification/notRelevent/article45	ORIGIN OF OBAMA'S RUN IS ON SOUTH SIDE	2008-10-26	0	0.0	2013-12-14
144 	files/2008/newsWireClassification/notRelevent/article46	LETTERS	2008-10-26	0	0.0	2013-12-14
145 	files/2008/newsWireClassification/notRelevent/article47	LETTERS	2008-10-26	0	0.0	2013-12-14
146 	files/2008/newsWireClassification/notRelevent/article48	MCCAIN PLUGS 'JOE' REFORMS IN FLORIDA	2008-10-24	0	0.0	2013-12-14
147 	files/2008/newsWireClassification/notRelevent/article49	MCCAIN RALLIES FLA. FANS	2008-10-24	0	0.0	2013-12-14
148 	files/2008/newsWireClassification/notRelevent/article50	THE BUZZ: FLORIDA POLITICS	2008-10-24	0	0.0	2013-12-14
149 	files/2008/newsWireClassification/notRelevent/article51	THE BUZZ: FLORIDA POLITICS	2008-10-23	0	0.0	2013-12-14
150 	files/2008/newsWireClassification/notRelevent/article52	VOTERS SWING TOWARD OBAMA	2008-10-22	0	0.0	2013-12-14
151 	files/2008/newsWireClassification/notRelevent/article53	Crist keeps attention on other GOP races	2008-10-21	0	0.0	2013-12-14
152 	files/2008/newsWireClassification/notRelevent/article54	THE BUZZ: FLORIDA POLITICS	2008-10-21	0	0.0	2013-12-14
153 	files/2008/newsWireClassification/notRelevent/article55	Frankly, This Comic Is Going To Miss 'W'	2008-10-21	0	0.0	2013-12-14
154 	files/2008/newsWireClassification/notRelevent/article56	Nauseating Ads ExploitOne Candidate's Health	2008-10-20	0	0.0	2013-12-14
155 	files/2008/newsWireClassification/notRelevent/article57	SORTING OUT THE TRUTH ON NATIONAL SECURITY	2008-10-19	0	0.0	2013-12-14
156 	files/2008/newsWireClassification/notRelevent/article58	Ads persist, but voters not moved; As both camps swap attacks, Obama stays slightly ahead.	2008-10-17	0	0.0	2013-12-14
157 	files/2008/newsWireClassification/notRelevent/article59	THE BUZZ: FLORIDA POLITICS	2008-10-17	0	0.0	2013-12-14
158 	files/2008/newsWireClassification/notRelevent/article60	GOP DROPPING ADS IN WISCONSIN, MAINE	2008-10-16	0	0.0	2013-12-14
159 	files/2008/newsWireClassification/notRelevent/article61	BIG BUCKS ON BOTH SIDES	2008-10-16	0	0.0	2013-12-14
160 	files/2008/newsWireClassification/notRelevent/article62	THE BUZZ: FLORIDA POLITICS	2008-10-16	0	0.0	2013-12-14
161 	files/2008/newsWireClassification/notRelevent/article63	OBAMA BUYS AD SPACE IN VIDEO GAMES	2008-10-15	0	0.0	2013-12-14
162 	files/2008/newsWireClassification/notRelevent/article64	A PALATE FOR PIES	2008-10-15	0	0.0	2013-12-14
163 	files/2008/newsWireClassification/notRelevent/article65	THE BUZZ: FLORIDA POLITICS	2008-10-15	0	0.0	2013-12-14
164 	files/2008/newsWireClassification/notRelevent/article66	ACORN AT CENTER OF VOTER FRAUD CHARGES	2008-10-14	0	0.0	2013-12-14
165 	files/2008/newsWireClassification/notRelevent/article67	SCIENCE WILL GUIDE TURTLE PROTECTION	2008-10-14	0	0.0	2013-12-14
166 	files/2008/newsWireClassification/notRelevent/article68	THE BUZZ: FLORIDA POLITICS	2008-10-14	0	0.0	2013-12-14
167 	files/2008/newsWireClassification/notRelevent/article69	LETTERS	2008-10-14	0	0.0	2013-12-14
168 	files/2008/newsWireClassification/notRelevent/article70	McCain Seeking Rebound	2008-10-14	0	0.0	2013-12-14
169 	files/2008/newsWireClassification/notRelevent/article71	FORECLOSURE CRISIS BUSIES COUNSELORS, REVISES MORTGAGES	2008-10-13	0	0.0	2013-12-14
170 	files/2008/newsWireClassification/notRelevent/article72	THE BUZZ: FLORIDA POLITICS	2008-10-13	0	0.0	2013-12-14
171 	files/2008/newsWireClassification/notRelevent/article73	ATWATER BATTLES BIRD AND WILD CARD: SURGE IN DEMOCRATIC VOTERS	2008-10-12	0	0.0	2013-12-14
172 	files/2008/newsWireClassification/notRelevent/article74	DOWN AND DIRTY; NEGATIVITY, HALF-TRUTHS ESCALATE IN CANDIDATES' ADS	2008-10-12	0	0.0	2013-12-14
173 	files/2008/newsWireClassification/notRelevent/article75	SHOWS YOU'LL FALL FOR	2008-10-12	0	0.0	2013-12-14
174 	files/2008/newsWireClassification/notRelevent/article76	SORTING OUT THE TRUTH ON HEALTH CARE	2008-10-12	0	0.0	2013-12-14
175 	files/2008/newsWireClassification/notRelevent/article77	SORTING OUT THE TRUTH ON HEALTH CARE	2008-10-12	0	0.0	2013-12-14
176 	files/2008/newsWireClassification/notRelevent/article78	SORTING OUT THE TRUTH ON HEALTH CARE	2008-10-12	0	0.0	2013-12-14
177 	files/2008/newsWireClassification/notRelevent/article79	IT'S ALL IN WHO YOU KNOW? LET'S SEE	2008-10-12	0	0.0	2013-12-14
178 	files/2008/newsWireClassification/notRelevent/article80	WHAT CAUSED CRISIS? NO ONE THING	2008-10-12	0	0.0	2013-12-14
179 	files/2008/newsWireClassification/notRelevent/article81	Count Votes Before Chickens	2008-10-12	0	0.0	2013-12-14
180 	files/2008/newsWireClassification/notRelevent/article82	LETTERS	2008-10-11	0	0.0	2013-12-14
181 	files/2008/newsWireClassification/notRelevent/article83	Among Obama's battlegrounds, Florida out front	2008-10-10	0	0.0	2013-12-14
182 	files/2008/newsWireClassification/notRelevent/article84	PSTA REDUCTIONS WERE DIFFICULT	2008-10-09	0	0.0	2013-12-14
183 	files/2008/newsWireClassification/notRelevent/article85	THE BUZZ: FLORIDA POLITICS	2008-10-09	0	0.0	2013-12-14
184 	files/2008/newsWireClassification/notRelevent/article86	Obama's Spending Increases	2008-10-09	0	0.0	2013-12-14
185 	files/2008/newsWireClassification/notRelevent/article87	Palin's visit draws big crowds, funding; CAMPAIGNING IN JACKSONVILLE A public rally and private speech shored up GOP spirit and finances	2008-10-08	0	0.0	2013-12-14
186 	files/2008/newsWireClassification/notRelevent/article88	VOLUNTEERS LINE UP ON BOTH SIDES TO SUPPORT CANDIDATES	2008-10-08	0	0.0	2013-12-14
187 	files/2008/newsWireClassification/notRelevent/article89	PALIN DERIDES OBAMA FOR DISMISSING TIES TO AYERS	2008-10-08	0	0.0	2013-12-14
188 	files/2008/newsWireClassification/notRelevent/article90	Palin Goes After Obama	2008-10-07	0	0.0	2013-12-14
189 	files/2008/newsWireClassification/notRelevent/article91	IT'S ENGLISH FOR OBAMA, MCCAIN	2008-10-06	0	0.0	2013-12-14
190 	files/2008/newsWireClassification/notRelevent/article92	THE BUZZ: ON FLORIDA POLITICS	2008-10-06	0	0.0	2013-12-14
191 	files/2008/newsWireClassification/notRelevent/article93	THE BUZZ: ON FLORIDA POLITICS	2008-10-06	0	0.0	2013-12-14
192 	files/2008/newsWireClassification/notRelevent/article94	BIDEN 'BRINGS PASSION' TO CAMPAIGN ROLE HE'S BEEN ASSIGNED	2008-10-05	0	0.0	2013-12-14
193 	files/2008/newsWireClassification/notRelevent/article95	SORTING OUT THE TRUTH ON ENERGY	2008-10-05	0	0.0	2013-12-14
194 	files/2008/newsWireClassification/notRelevent/article96	3 POLLS SHOW OBAMA LEADING MCCAIN IN FLA.	2008-10-02	0	0.0	2013-12-14
195 	files/2008/newsWireClassification/notRelevent/article97	Political playpen	2008-10-02	0	0.0	2013-12-14
196 	files/2008/newsWireClassification/notRelevent/article98	SENIORS GET A SPECIAL BREAK	2008-10-02	0	0.0	2013-12-14
197 	files/2008/newsWireClassification/notRelevent/article99	FAILURE IN WASHINGTON	2008-09-30	0	0.0	2013-12-14
198 	files/2008/newsWireClassification/notRelevent/article100	THE BUZZ: FLORIDA POLITICS	2008-09-30	0	0.0	2013-12-14
199 	files/2008/newsWireClassification/notRelevent/article101	Small towns grow despite weak economy; The power, impact of Amendment 3; Could it fuel growth across the state without burdening taxpayers?	2008-09-29	0	0.0	2013-12-14
200 	files/2008/newsWireClassification/notRelevent/article102	Panhandle rough territory for Obama, despite changes	2008-09-29	0	0.0	2013-12-14
201 	files/2008/newsWireClassification/notRelevent/article103	MAINSTREAM MEDIA IGNORE DVD'S CLEAR EVIDENCE	2008-09-28	0	0.0	2013-12-14
202 	files/2008/newsWireClassification/notRelevent/article104	OPEN, APPROACHABLE PALIN SEEN AS VINDICTIVE BY SOME	2008-09-28	0	0.0	2013-12-14
203 	files/2008/newsWireClassification/notRelevent/article105	FIRST HE WAS ABRAHAM . . .	2008-09-28	0	0.0	2013-12-14
204 	files/2008/newsWireClassification/notRelevent/article106	OBAMA'S CAMPAIGN BANKS ON ENTHUSIASM	2008-09-28	0	0.0	2013-12-14
205 	files/2008/newsWireClassification/notRelevent/article107	McCain's Gambles Show Pattern Of 'Unpredictability'	2008-09-28	0	0.0	2013-12-14
206 	files/2008/newsWireClassification/notRelevent/article108	Both Parties Are Proven Big Spenders	2008-09-28	0	0.0	2013-12-14
207 	files/2008/newsWireClassification/notRelevent/article109	THE BUZZ: FLORIDA POLITICS	2008-09-27	0	0.0	2013-12-14
208 	files/2008/newsWireClassification/notRelevent/article110	OBAMA AD DISTORTS MCCAIN'S STEM CELL POSITION	2008-09-26	0	0.0	2013-12-14
209 	files/2008/newsWireClassification/notRelevent/article111	LETTERS	2008-09-26	0	0.0	2013-12-14
