no stemmer
MODEL A: 0.03854908315164898, lexisnumber
0.0, _oct
0.0, _october
0.0, _offer
0.0, _offered
0.0, _offering
0.0, _offers
0.0, _office
0.0, _officers
0.0, _offices
0.017396442767428837, _official
0.03141403136827674, _officials
0.03355300303630268, _offshore
0.0, _ohio
0.0, _oil
0.0, _older
0.0, _olympic
0.0, _olympics
0.034704181078223754, _online
0.07893806718251932, _op
0.015890562181299823, _open
0.0, _opened
0.0, _opening
0.0, _opens
0.0, _operation
0.06791992250849244, _operations
0.0, _opinion
0.0, _opponent
0.06652968103629764, _opponents
0.0, _opportunity
0.0, _opposed
0.0, _opposition
0.0, _options
0.0, _order
0.04452871381637642, _oregon
0.07048635555942438, _org
0.0, _organization
0.0, _organizations
0.0, _original
0.0, _outcome
0.0, _overseas
0.18616687311425725, _oversight
0.0, _owned
0.0, _owners
0.0, _pa
0.0, _package
0.09977936864866567, _page
0.0, _paid
0.017605828022739092, _palin
0.0, _paper
0.0, _parents
0.04067249286201777, _paris
0.0, _park
0.0, _part
0.0, _parties
0.0, _partisan
0.07048080915334758, _partners
0.02255103338636494, _parts
0.0, _party
0.0, _pass
0.0, _passed
0.0, _past
0.0, _pastor
0.0, _path
0.0, _patriotism
0.0259156169699037, _paul
0.04014113294291149, _paulson
0.0, _pawlenty
0.0, _pay
0.02245595871584952, _paying
0.0, _payments
0.0, _peace
0.0, _pelosi
0.0, _pennsylvania
0.0, _pentagon
0.02206053017759163, _people
0.03954718901819553, _percent
0.0, _percentage
0.0, _perfect
0.026500949994326423, _performance
0.0, _period
0.0, _person
0.0, _personal
0.0, _peter
0.0, _philadelphia
0.0, _phone
0.0, _photo
0.0, _photos
0.0, _phrase
0.0, _pick
0.0, _picked
0.0, _pickens
0.0, _picture
0.0, _pictures
0.0, _piece
0.0, _pitch
0.0, _place
0.0, _places
0.0, _plan
0.0, _plane
0.0, _planned
0.0, _planning
0.0, _plans
0.0, _plant
0.0, _plants
0.0, _play
0.0, _played
0.0, _players
0.0, _playing
0.0, _pledge
0.0, _pledged
0.0, _plenty
0.0, _plouffe
0.0, _plumber
0.0, _point
0.0, _pointed
0.0, _points
0.0, _police
0.0, _policies
0.0, _policy
0.0, _political
0.0, _politically
0.0, _politician
0.028271244547068437, _politicians
0.07048080915334758, _politics
0.0, _poll
0.0, _polling
0.0, _polls
0.0, _pollster
0.0, _poor
0.0, _pop
0.0, _popular
0.03011606004468347, _population
0.0, _position
0.0, _positions
0.0, _positive
0.0, _possibly
0.0, _post
0.02448087978260509, _potential
0.0, _potentially
0.0, _powell
0.0, _power
0.0, _powerful
0.0, _praised
0.0, _pre
0.0, _prepared
0.0, _presence
0.0, _present
0.0, _presidency
0.0, _president
0.0258047909432369, _presidential
0.0, _presidents
0.0, _press
0.0, _pressure
0.0, _presumptive
0.0, _pretty
0.027788881891058714, _prevent
0.0, _previous
0.0, _price
0.0, _prices
0.0, _primaries
0.0, _primary
0.0, _prime
0.0, _prison
0.0, _private
0.0, _pro
0.0, _problem
0.04778959808913792, _problems
0.0, _process
0.026387363722768967, _produce
0.0, _produced
0.0, _producer
0.0387280786215279, _product
0.0, _production
0.0, _products
0.020280774898016732, _professor
0.0, _profile
0.0, _profits
0.02940645257409846, _program
0.0, _programs
0.0, _progress
0.0, _project
0.0, _projects
0.0, _prominent
0.0, _promise
0.0, _promised
0.0, _promises
0.0, _promote
0.0, _promoting
0.0, _proposal
0.0, _proposals
0.0, _proposed
0.062336922493290654, _prospect
0.0, _protect
0.0, _proud
0.0, _prove
0.0, _proved
0.01566616907199292, _provide
0.0, _provided
0.0, _providing
0.016833390881579306, _public
0.0, _publicly
0.0, _published
0.0, _pull
0.0, _pulled
0.1950722569027574, _pump
0.0, _purpose
0.0, _push
0.0, _pushed
0.0, _pushing
0.0, _put
0.0, _puts
0.0, _putting
0.0, _quarter
0.0, _question
0.0, _questions
0.0, _quick
0.0, _quickly
0.0, _race
0.0, _races
0.0, _racial
0.0, _radical
0.0, _radio
0.0, _raise
0.0, _raised
0.0, _raisers
0.0, _raising
0.0, _rallies
0.0, _rally
0.0, _ran
0.0, _range
0.0, _rarely
0.0, _rate
0.07048080915334758, _rates
0.0, _ratings
0.0, _reach
0.0, _reached
0.0, _reaction
0.0, _read
0.0, _reading
0.0, _ready
0.0, _reagan
0.0, _real
0.0, _reality
0.0, _reason
0.0, _reasons
0.0, _receive
0.0, _received
0.0, _recent
0.0, _recently
0.0, _recession
0.0, _record
0.0, _records
0.0, _red
0.0, _reduce
0.0, _reference
0.0, _referred
0.0, _referring
0.0, _reflect
0.0, _reform
0.0, _region
0.0, _registered
0.04546293451982155, _registration
0.0, _regular
0.0, _regulation
0.0, _regulations
0.0, _regulators
0.0, _regulatory
0.025370770579090186, _related
0.0, _relations
0.0, _relationship
0.0, _release
0.0, _released
0.0, _relief
0.0, _religion
0.0, _religious
0.0, _remain
0.0, _remained
0.0, _remains
0.0, _remarks
0.0, _remember
0.0, _rep
0.0, _repeated
0.0, _repeatedly
0.0, _replied
0.0, _report
0.0, _reported
0.0, _reporter
0.0, _reporters
0.0, _reports
0.0, _representative
0.0, _represents
0.02365647393488006, _republican
0.0, _republicans
0.0, _reputation
0.0, _require
0.0, _required
0.0, _requires
0.0461918135724092, _rescue
0.023672735411839053, _research
0.0, _reserve
0.0, _residents
0.03317355970534172, _resources
0.0, _respect
0.0, _respond
0.0, _responded
0.0, _response
0.0, _responsibility
0.0, _responsible
0.0, _rest
0.0, _result
0.0, _results
0.0, _retired
0.0, _retirement
0.0, _return
0.0, _returned
0.0, _returns
0.0, _rev
0.0, _revenue
0.07391810206358597, _review
0.20263746661693532, _rezko
0.0, _rhetoric
0.0, _rich
0.0, _richard
0.0, _rick
0.0, _ride
0.0, _rights
0.0, _rise
0.0, _rising
0.0, _risk
0.0, _risks
0.0, _risky
0.0, _rival
0.0, _rivals
0.0, _rnc
0.0, _road
0.0, _robert
0.18616687311425725, _roberts
0.0, _rock
0.0, _rodham
0.0, _role
